"Data Year","Data Year (cat)",Country,Region,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2014,[2014],USA,WI,Male,13,[13],Right-Handed,164,22,164,1,Car,8,0.483,55,"Football (American)",834,727,487,578,27,75,22,"Same length",,,,September,Fall,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",8,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,2,3,2,2,3,1,6,2,3,5,3,1,1,Some,"Some college","Rap/Hip hop",Invisibility,Rich,Other,Health
2013,[2013],USA,CA,Female,17,[17],Right-Handed,163,21,135,3,Car,5,0.339,37,Other,1000,900,1000,1000,950,950,22,"Left foot",70,75,"Ring finger",July,Fall,Yes,No,"Rice/Noodle dishes",Tea,Science,6,10,4,"Yes - broadband connection","Text messaging",15,17,8,4,30,10,10,0,3,5,40,0,0,20,"A lot","Graduate degree","Rock and roll",Fly,Happy,"Business person",Environment
2014,[2014],USA,IN,Female,17,[17],Right-Handed,160,21,160,1,Car,7,0.774,35,Other,758,676,694,435,396,1000,21,"Same length",70,60,"Index finger",January,Fall,No,No,Pizza/Pasta,Other,Other,6,9,2,"Yes - other","Text messaging",30,27,4,7,0,1,9,2,10,5,11,35,0,2,"Very little",Other,"Punk rock",Telepathy,Rich,Relative,"Wildlife, animals"
2012,[2012],USA,CA,Male,16,[16],Right-Handed,168,25.4,170,2,Walk,15,0.483,0,"Football (American)",1000,1000,1000,1000,1000,1000,25,"Right foot",63.3,66.6,"Ring finger",October,Spring,No,No,Meat,Water,"Mathematics and statistics",6,7,4,"Yes - dial-up connection","Text messaging",87,93,3,0,4,0,1,0,0,5,4,2,1,2,"A lot","Graduate degree","Punk rock","Freeze time",Happy,Relative,"Education/Youth development"
2014,[2014],USA,IA,Male,15,[15],Right-Handed,179,29,185,1,Car,10,0.446,36,Basketball,700,500,0,200,700,600,29,"Same length",90,90,"Same length",February,Summer,No,No,Meat,Water,History,9,7,5,"Yes - other","Internet chat or instant messaging",10,10,3,1,1,2,5,1,0,4,2,4,3,6,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Other
2014,[2014],USA,GU,Male,17,[17],Left-Handed,169,24.5,177,2,Bus,20,0.764,83,Swimming,0,1000,1000,,86,70,25,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,MA,,0,,Right-Handed,181,26,182,1,Walk,0,0.4,45,Golf,500,500,500,750,750,1000,27,"Left foot",79,83,"Ring finger",August,Fall,No,No,Pizza/Pasta,Water,History,7,5,6,"Yes - dial-up connection","In person",100,110,15,1,20,0,14,2,2,3,10,0,0,0,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Famous,"Sports person",Health
2011,[2011],USA,MI,Female,17,[17],Right-Handed,162,22,153,1,Car,25,0.328,32,None,439,695,86,,358,358,22,"Same length",80,70,"Index finger",June,Spring,Yes,No,Desserts,Water,Science,8,13,4,"Yes - other","Text messaging",40,40,70,2,1,50,5,0,10,0,5,40,0,20,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
2014,[2014],USA,CT,Male,0,,Right-Handed,173,0,173,1,Bus,25,0.43,53,Soccer,1000,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,WY,Male,12,[12],Right-Handed,168,27,177,3,Bus,55,0.41,48,"Football (American)",750,750,800,600,500,850,26,"Right foot",80,85,"Ring finger",July,Summer,No,No,Pizza/Pasta,Milk,"Mathematics and statistics",8,12,3,"Yes - other","In person",4,20,6,2,2,4,3,1,1,0,20,6,1,10,Some,Other,"Rap/Hip hop",Invisibility,Rich,"Sports person",Health
2010,[2010],USA,CO,Female,15,[15],Right-Handed,163,23,153,2,Car,8,0.328,32,Other,10,1,100,,110,5,24,"Left foot",65,65,"Same length",June,Summer,Yes,No,Desserts,Water,Music,8,10,4,"Yes - broadband connection","In person",12,20,15,1,3,6,2,0,2,1,2,1,0,1,"Very little","Graduate degree","Punk rock",Fly,Happy,Other,Health
2014,[2014],USA,IL,Male,12,[12],Right-Handed,145,21,137,1,Car,10,0.809,45,"Hockey (Ice)",1000,900,800,900,100,700,24,"Left foot",100,60,"Index finger",December,Winter,No,No,Pizza/Pasta,Water,"Physical education",8,10,5,"Yes - other","Text messaging",3,3,6,1,4,5,6,7,3,1,1,3,1,2,"Very little","Graduate degree","Rock and roll","Freeze time",Rich,"Sports person","Wildlife, animals"
2015,[2015],USA,NJ,Female,17,[17],Right-Handed,171,25,171,1,Car,15,0.389,36,Lacrosse,756,952,1000,904,273,283,24,"Right foot",75,75,"Same length",January,Fall,Yes,No,Fruit,Water,History,6,10,2,"Yes - broadband connection","Text messaging",50,75,10,0,6,4,8,2,20,30,10,3,8,5,Some,"Graduate degree","Rock and roll",Fly,Rich,"Coach or club leader",Health
2015,[2015],USA,OH,Female,13,[13],Right-Handed,150,12,100,1,Car,10,0.425,46,Soccer,9,9,9,9,8,8,15,"Left foot",60,70,"Ring finger",September,Fall,Yes,No,Meat,Water,English,9,10,4,"Yes - broadband connection","Internet chat or instant messaging",20,30,12,21,7,7,12,0,10,10,10,2,0,0,"A lot","Some college",Pop,Telepathy,Happy,"Coach or club leader",Health
2014,[2014],USA,CO,Male,17,[17],Right-Handed,218,28,218,1,Car,5,0.25,30,"Football (American)",300,300,300,300,900,1000,27,"Right foot",100,110,"Ring finger",March,Winter,Yes,No,Meat,Water,"Mathematics and statistics",6,12,3,"Yes - broadband connection","Text messaging",21,39,20,2,2,2,21,8,21,13,21,21,22,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","International aid"
2014,[2014],USA,PA,Male,17,[17],Right-Handed,182,26.8,179,2,Car,7,0.39,40,"Table Tennis",450,550,500,750,900,800,26,"Right foot",105,109,"Ring finger",November,Spring,No,No,Desserts,Juice,"Computers and technology",7,10,4,"Yes - broadband connection","Internet chat or instant messaging",3,2,9,1,10,1,5,15,3,1,40,0,0,2,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Politician,"Arts, culture, sports"
2014,[2014],USA,CA,Female,17,[17],Right-Handed,0,0,0,0,Car,15,0.757,52,Running/Jogging,0,0,0,,0,0,0,,,,,April,Fall,Yes,No,Soups,Water,English,8,6,4,"Yes - broadband connection","Text messaging",20,50,20,10,6,5,1,0,10,0,5,0,10,0,"A lot","Graduate degree",Pop,,Rich,Relative,Health
2015,[2015],USA,WI,Male,14,[14],Right-Handed,152,28,165,1,Bicycle,5,0.412,37,Soccer,487,556,551,428,599,358,28,"Same length",75,65,"Index finger",April,Winter,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",6,,4,"Yes - broadband connection",Other,0,0,20,5,0,15,15,90,1,0,90,18,0,0,"A lot","Graduate degree",Other,Invisibility,Happy,Other,Health
2013,[2013],USA,IN,Male,0,,Right-Handed,177,28,178,1,Car,12,0.343,32,Running/Jogging,770,400,60,940,500,500,27,"Right foot",90,80,"Index finger",July,Spring,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,7,11,3,"Yes - broadband connection","Internet chat or instant messaging",12,10,18,1,5,1,1,18,0,16,16,5,0,2,Some,"High school",Other,"Freeze time",Happy,Other,"Wildlife, animals"
2012,[2012],USA,CA,Female,17,[17],Right-Handed,163,20,156,3,Car,20,0.33,44,Soccer,0,0,0,,0,0,20,"Same length",70,70,"Same length",April,Winter,Yes,Yes,"Rice/Noodle dishes",Water,Music,8,10,3,"Yes - broadband connection","In person",25,20,4,1,30,5,3,0,1,1,4,2,0,4,"A lot","Graduate degree",Pop,Telepathy,Healthy,Relative,Environment
2015,[2015],USA,IN,Male,17,[17],Right-Handed,176,29,180,1,Car,17,0.688,32,Soccer,684,9,2,827,999,700,28,"Right foot",,,,May,Summer,Yes,No,Meat,Water,"Physical education",6,8,3,"Yes - broadband connection","Text messaging",150,0,6,0,2,3,5,0,4,3,7,3,0,1,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Business person","Wildlife, animals"
2012,[2012],USA,CA,Male,16,[16],Right-Handed,198,27.5,199,3,Car,10,0.315,43,"Football (American)",800,900,800,,1000,1000,28,"Left foot",110,110,"Same length",October,Winter,No,No,Meat,Water,"Mathematics and statistics",8,6,3,"Yes - broadband connection","Text messaging",30,30,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2012,[2012],USA,SC,Male,16,[16],Right-Handed,176,24.8,168,1,Car,5,0.393,53,Other,900,700,600,,400,400,25,"Same length",76.2,76.2,"Same length",July,Winter,Yes,No,Desserts,Juice,History,7,8,4,"Yes - broadband connection","Text messaging",50,50,8,1,10,6,12,1,1,2,1,2,0,1,"A lot","Graduate degree",Country,Fly,Healthy,Relative,"Arts, culture, sports"
2015,[2015],USA,CA,Male,17,[17],Right-Handed,182,10,180,1,Walk,15,0.672,69,Lacrosse,950,900,950,950,400,500,10,"Same length",,,,October,Winter,No,No,Meat,"Soft drink (caffeinated)","Computers and technology",7,12,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,8,5,0,7,8,4,10,10,4,10,1,0,1,"A lot","Graduate degree","Rap/Hip hop","Super strength",Happy,"Sports person",Health
2014,[2014],USA,PA,Female,16,[16],Right-Handed,168,23,166,1,Car,5,0.385,33,Tennis,750,845,128,283,80,64,23,"Same length",65,70,"Ring finger",June,Spring,Yes,No,Fruit,Water,"Mathematics and statistics",7,10,5,"Yes - broadband connection","Text messaging",2,2,4,0,15,6,3,0,2,1,1,5,8,0,Some,"Graduate degree",Country,Fly,Happy,Other,"International aid"
2011,[2011],USA,NM,Female,17,[17],Right-Handed,164,24,169,1,Car,6,0.453,58,Dancing,66,60,70,,40,80,23,"Right foot",96,102,"Ring finger",August,Fall,Yes,No,Poultry,Water,Art,8,11,4,"Yes - broadband connection","In person",12,14,25,2,6,10,3,10,0,5,10,10,18,3,"A lot","Graduate degree","Heavy metal",Fly,Happy,Relative,Environment
2014,[2014],USA,GU,Male,15,[15],Right-Handed,175,23,164,1,Bus,15,1.059,78,Other,700,850,900,700,1000,1000,23,"Same length",95,100,"Ring finger",February,Fall,No,No,"Rice/Noodle dishes",Juice,"Physical education",0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,IL,Male,17,[17],Right-Handed,178,25.4,168,2,Bus,10,0.771,50,Basketball,750,500,600,800,900,950,25,"Same length",76.2,81.28,"Ring finger",April,Spring,No,No,Pizza/Pasta,Juice,"Physical education",8,10,5,"Yes - broadband connection","Text messaging",15,16,20,1,20,15,10,10,5,7,10,5,20,10,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Teacher,Health
2014,[2014],USA,MI,Female,15,[15],Right-Handed,170,25,169,1,Car,2,0.46,36,Dancing,380,620,556,364,176,503,24,"Right foot",71,71,"Same length",October,Fall,Yes,No,Pizza/Pasta,Water,Science,8,10,4,"Yes - other","Text messaging",100,95,5,1,12,7,6,0,3,12,2,20,0,1,Some,"Graduate degree",Pop,Fly,Rich,Relative,Health
2015,[2015],USA,CA,Female,17,[17],Right-Handed,158,22.5,153,2,Car,8,0.83,55,Walking/Hiking,557,600,600,600,500,500,22,"Right foot",65,70,"Ring finger",June,Fall,Yes,No,"No favorite",Juice,English,8,8,7,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,20,2,0,3,2,2,1,8,5,7,1,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Teacher,"Education/Youth development"
2011,[2011],USA,KS,Male,17,[17],Left-Handed,172,25.5,182,2,Car,7,0.415,47,Soccer,781,850,203,,0,0,26,"Same length",,,,July,Winter,Yes,No,Desserts,"Soft drink (caffeinated)",Other,8,12,4,"Yes - dial-up connection","Text messaging",100,150,25,1,1,1,10,21,5,28,6,1,6,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Sports person","Wildlife, animals"
2015,[2015],USA,IN,Female,0,,Right-Handed,152,23,154,1,Car,20,0.935,58,Running/Jogging,500,500,500,500,1000,1000,23,"Same length",76,64,"Index finger",November,Fall,Yes,No,"No favorite",Water,English,6,9,3,"Yes - broadband connection","In person",0,0,5,0,5,0,7,0,0,0,5,7,0,5,Some,Other,Other,Invisibility,Happy,Relative,"International aid"
2013,[2013],USA,OH,Male,16,[16],Left-Handed,0,0,0,1,Bus,0,0.281,41,Basketball,0,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2012,[2012],USA,IA,Female,17,[17],Right-Handed,168,22,166,2,Car,7,0.452,59,Other,529,759,765,551,214,219,22,"Same length",75,75,"Same length",August,Summer,No,No,Fruit,Water,"Social studies",8,10,3,"Yes - broadband connection","In person",10,10,6,2,4,5,12,1,3,3,4,3,0,2,Some,"Some college","Rock and roll",Fly,Happy,Relative,"International aid"
2015,[2015],USA,AZ,Male,11,[11],Right-Handed,150,25,162,2,Car,10,0.265,67,Swimming,100,299,100,187,0,0,25,"Same length",62,62,"Same length",May,Summer,Yes,No,Meat,Water,Art,8,6,2,"No internet connection","In person",0,0,80,0,1,4,2,0,0,0,0,12,0,0,Some,"Some college","Rap/Hip hop","Super strength",Famous,Actor,Other
2012,[2012],USA,NC,Female,16,[16],Right-Handed,145,23,152,1,Car,20,0.312,46,Swimming,1000,1000,1000,1000,100,100,23,"Same length",85,80,"Index finger",January,Summer,Yes,No,Pizza/Pasta,Milk,Science,6,10,6,"Yes - broadband connection","Text messaging",0,0,2,2,2,1,3,2,2,4,3,2,2,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
2013,[2013],USA,WI,Male,13,[13],Right-Handed,132,38,152,1,Bus,7,0.32,56,Athletics,500,200,275,100,250,700,24,"Right foot",,,,February,Winter,No,No,Meat,Milk,"Physical education",6,,6,"Yes - broadband connection","Text messaging",150,160,8,11,3,5,30,0,5,3,0,12,1,58,Some,"High school",Country,Fly,Happy,"Musician or singer","Arts, culture, sports"
2015,[2015],USA,TX,Male,16,[16],Right-Handed,171,25.5,167,2,Car,4,0.618,57,Tennis,750,900,850,850,420,800,26,"Same length",70,69,"Index finger",August,Fall,No,No,Poultry,Water,"Mathematics and statistics",6,8,3,"Yes - broadband connection","Text messaging",35,35,3,1,5,4,20,2,3,3,14,5,0,2,Some,"Graduate degree",Techno/Electronic,"Freeze time",Famous,"Sports person","Wildlife, animals"
2014,[2014],USA,NY,Female,17,[17],Right-Handed,155,20.32,157,1,Bus,20,0.437,50,Dancing,350,245,267,321,791,840,20,"Same length",76.2,78.74,"Ring finger",June,Spring,Yes,No,Desserts,"Soft drink (caffeinated)",Science,7,10,4,"Yes - other","Text messaging",106,110,5,1,3,1,0,2,10,20,12,15,0,1,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Actor,Environment
2014,[2014],USA,NY,Female,11,[11],,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,[2011],USA,IN,Female,0,,Right-Handed,167,25,158,2,Car,9,0.359,40,Soccer,500,500,500,,700,800,24,"Right foot",95,80,"Index finger",April,Summer,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)",English,7,10,3,"Yes - other","Text messaging",200,200,3,2,2,6,8,0,2,5,4,6,0,3,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
2014,[2014],USA,IN,Female,0,,Right-Handed,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,[2011],USA,CO,Female,14,[14],Right-Handed,161,23,153,2,Car,10,0.422,52,Dancing,834,866,850,,1000,1000,23,"Same length",80,70,"Index finger",April,Summer,No,No,Desserts,,Art,7,9,5,"No internet connection","Text messaging",120,200,6,1,6,8,3,3,1,10,3,10,1,9,Some,"Graduate degree",Other,Telepathy,Rich,Actor,"Arts, culture, sports"
2011,[2011],USA,FL,Male,0,,Right-Handed,188,27,204,1,Car,15,0.475,0,Basketball,500,300,350,,900,1000,27,"Same length",110,110,"Same length",November,Summer,No,No,Pizza/Pasta,"Sports drink","Physical education",7,9,4,"Yes - broadband connection","Text messaging",150,150,42,2,2,10,50,14,30,12,32,14,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
2014,[2014],USA,NC,Male,14,[14],Right-Handed,177,27,198,1,Bus,5,0.438,44,Athletics,1000,573,932,611,137,234,28,"Left foot",,,,May,Winter,No,No,Meat,"Sports drink","Mathematics and statistics",8,5,3,"Yes - broadband connection","Cell phone",256,300,5,0,17,3,2,1,6,5,5,2,1,3,"Very little","Graduate degree","Rap/Hip hop","Super strength",Rich,Other,"Wildlife, animals"
2014,[2014],USA,IN,Male,15,[15],Right-Handed,174,26,178,2,Bus,30,0.738,49,Other,300,200,200,900,1000,1000,27,"Left foot",81,80,"Index finger",April,Summer,Yes,No,Seafood,"Soft drink (caffeinated)","Mathematics and statistics",7,8,4,"Yes - broadband connection","Internet chat or instant messaging",30,25,9,0,4,1,0,12,1,12,14,1,0,2,"Very little","Graduate degree",Techno/Electronic,Fly,Happy,"Musician or singer","Education/Youth development"
2014,[2014],USA,NC,Female,13,[13],Right-Handed,0,25,0,2,Bus,5,0.78,41,Athletics,1000,492,337,427,529,1000,25,"Same length",73,72,"Index finger",August,Summer,No,Yes,Pizza/Pasta,"Powdered drink","Physical education",10,12,8,"Yes - broadband connection","Cell phone",0,0,3,2,1,4,5,5,6,3,6,7,3,1,"A lot","High school","Rap/Hip hop","Super strength",Famous,Actor,Health
2013,[2013],USA,UT,Male,15,[15],Right-Handed,188,28,193,2,Car,5,0.284,56,"Martial Arts",700,500,400,500,800,1000,28,"Same length",95,89,"Index finger",October,Summer,Yes,No,"Rice/Noodle dishes",Tea,History,8,12,2,"Yes - broadband connection","In person",2,2,6,3,4,3,1,15,3,0,4,3,3,0,"A lot","Graduate degree",Techno/Electronic,Invisibility,Famous,Politician,Health
2014,[2014],USA,IL,Female,12,[12],Right-Handed,156,22,159,1,Car,3,0.506,45,Baseball/Softball,900,800,600,700,800,800,21,"Right foot",76,79,"Ring finger",September,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",9,7,6,"Yes - broadband connection","Text messaging",25,25,4,1,8,8,10,3,2,1,3,5,2,0,"A lot","Less than high school",Pop,Invisibility,Happy,"Sports person",Health
2014,[2014],USA,CA,Female,17,[17],,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,NJ,Female,17,[17],Right-Handed,173,25.4,175,2,Car,5,0.867,38,Other,300,400,900,1000,100,500,26,"Left foot",,,,August,Fall,Yes,No,Fruit,Milk,Art,9,11,5,"Yes - broadband connection","Cell phone",100,100,8,2,1,2,3,3,4,3,4,2,0,1,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Relative,"Wildlife, animals"
2015,[2015],USA,AZ,Male,17,[17],Right-Handed,184,28,184,2,Car,3,0.276,33,Bowling,500,600,600,700,950,980,28,"Same length",78,70,"Index finger",January,Fall,No,No,Meat,Water,Science,8,12,3,"Yes - other","Text messaging",0,0,10,1,10,20,20,5,5,20,30,5,10,10,"A lot","Graduate degree",Country,Fly,Rich,"Business person","International aid"
2015,[2015],USA,MA,Male,14,[14],Right-Handed,177,30,177,1,Bicycle,30,0,32,"Football (American)",1000,750,800,800,350,400,30,"Same length",100,90,"Index finger",January,Fall,No,No,"No favorite",Milk,"Computers and technology",11,,7,"No internet connection","Text messaging",10,15,0,1,6,30,10,5,2,4,3,5,0,2,"A lot",Other,"Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
2014,[2014],USA,NJ,Female,17,[17],Left-Handed,155,21,155,1,Car,16,0.616,38,Soccer,781,920,733,1000,342,850,21,"Same length",60,65,"Ring finger",December,Fall,No,No,Fruit,Water,History,8,8,3,"Yes - other","Text messaging",300,300,18,1,6,10,16,0,4,40,5,3,16,4,"A lot","Undergraduate degree",Country,Telepathy,Happy,Relative,"Wildlife, animals"
2010,[2010],USA,CA,Male,17,[17],Right-Handed,173,25.4,139,2,Car,20,0.203,38,Baseball/Softball,750,400,0,,0,0,25,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,[2011],USA,WV,Male,17,[17],Left-Handed,174,26,179,1,Car,20,0.23,0,Soccer,300,300,200,,600,600,26,"Same length",70,76,"Ring finger",November,Spring,Yes,No,"No favorite",Water,"Physical education",5,12,4,"Yes - broadband connection","In person",30,40,20,0,3,5,20,2,1,2,4,6,10,5,Some,"Graduate degree",Reggae,Fly,Happy,Friend,Environment
2014,[2014],USA,MI,Male,17,[17],Right-Handed,175,26,168,1,Car,2,0.352,31,Other,69,69,69,,500,666,26,"Same length",73,70,"Index finger",May,Spring,Yes,No,Meat,"Soft drink (caffeinated)",Science,6,12,4,"Yes - broadband connection","Text messaging",80,80,6,1,1,4,20,7,3,5,2,4,0,3,None,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Coach or club leader",Health
2015,[2015],USA,CA,Male,12,[12],Right-Handed,160,26,164,3,Walk,3,0.339,48,Basketball,1000,1000,1000,999,500,500,26,"Same length",70,80,"Ring finger",December,Winter,No,No,Seafood,Water,"Mathematics and statistics",8,7,4,"Yes - other","In person",0,0,7,3,3,5,6,2,0,0,1,4,1,3,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
2015,[2015],USA,KS,Male,10,[10],Left-Handed,174,24,171,0,,0,0,0,,0,0,0,,0,0,24,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,CO,Female,17,[17],Right-Handed,160,21.5,155,1,Car,6,0.31,39,Soccer,690,631,802,711,289,508,22,"Left foot",80,80,"Same length",June,Summer,No,No,Breads/Sandwiches,"Sports drink","Physical education",7,7,4,"Yes - broadband connection","Text messaging",0,0,8,4,3,5,20,0,21,100,30,8,0,2,Some,"Graduate degree",Pop,Fly,Happy,"Coach or club leader","International aid"
2015,[2015],USA,VA,Female,17,[17],Left-Handed,152,23,165,1,Car,7,0.535,49,Running/Jogging,3,5,4,6,1,2,23,"Same length",70,65,"Index finger",July,Fall,No,Yes,Desserts,Water,English,6,9,5,"Yes - broadband connection","Text messaging",100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,PA,Female,17,[17],Right-Handed,178,24.9,165,2,Car,10,0.332,46,Other,700,600,400,500,100,700,25,"Right foot",76,70,"Index finger",October,Spring,No,No,Pizza/Pasta,Water,History,7,9,4,"Yes - broadband connection","Text messaging",40,20,4,0,20,5,0,0,10,2,15,1,10,2,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,"International aid"
2014,[2014],USA,WI,Female,13,[13],Left-Handed,165,11,165,1,Car,5,0.397,53,Swimming,1000,1000,1000,1000,500,1000,11,"Same length",,,,August,Summer,No,No,Pizza/Pasta,Water,English,8,10,4,"Yes - other","In person",40,50,10,1,60,5,1,6,50,40,40,6,2,1,"A lot","Graduate degree",Pop,Fly,Rich,Other,"Wildlife, animals"
2010,[2010],USA,PA,Female,17,[17],Right-Handed,163,23,158,1,Car,7,0.25,43,Cycling,952,840,663,,914,870,23,"Same length",78,70,"Index finger",January,Winter,No,No,"Rice/Noodle dishes",Water,History,6,9,4,"Yes - broadband connection","In person",20,20,10,0,17,5,2,0,4,2,42,3,0,5,"A lot","Graduate degree",Other,Invisibility,Happy,Relative,Health
2013,[2013],USA,PA,Male,0,,Right-Handed,188,30,191,1,Car,7,0.298,42,"Football (American)",300,600,0,,0,0,30,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
